Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Operating Profit,Sales Method
West Gear,1128299,1/15/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,$42.00 ,124,$167 ,Outlet
West Gear,1128299,1/19/2020,West,Nevada,Las Vegas,Women's Apparel,$39.00 ,124,$126 ,Outlet
West Gear,1128299,2/22/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,$43.00 ,124,$187 ,Outlet
Sports Direct,1197831,3/25/2021,South,Tennessee,Knoxville,Women's Athletic Footwear,$25.00 ,124,$174 ,Outlet
Sports Direct,1128299,2/17/2021,Southeast,Florida,Orlando,Women's Apparel,$33.00 ,124,$209 ,Outlet
Sports Direct,1128299,3/16/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,$44.00 ,124,$169 ,Outlet
West Gear,1185732,8/11/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,$14.00 ,124,$82 ,Outlet
West Gear,1185732,11/11/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,$15.00 ,124,$78 ,Outlet
West Gear,1185732,12/10/2021,West,Utah,Salt Lake City,Men's Apparel,$27.00 ,124,$137 ,Outlet
West Gear,1128299,1/17/2021,West,Oregon,Portland,Men's Athletic Footwear,$31.00 ,124,$169 ,Outlet
West Gear,1128299,2/17/2021,West,Oregon,Portland,Men's Athletic Footwear,$31.00 ,124,$165 ,Outlet
West Gear,1128299,10/17/2021,South,Louisiana,New Orleans,Men's Street Footwear,$25.00 ,124,$133 ,Outlet
West Gear,1197831,3/6/2021,West,Idaho,Boise,Women's Apparel,$25.00 ,124,$164 ,Outlet
Foot Locker,1128299,2/23/2021,West,Idaho,Boise,Women's Street Footwear,$28.00 ,124,$146 ,Outlet
Foot Locker,1128299,5/24/2021,West,Arizona,Phoenix,Women's Apparel,$53.00 ,124,$191 ,Outlet
Foot Locker,1128299,9/24/2021,West,Arizona,Phoenix,Women's Athletic Footwear,$33.00 ,124,$151 ,Outlet
Foot Locker,1128299,11/23/2021,West,Arizona,Phoenix,Women's Street Footwear,$33.00 ,124,$160 ,Outlet
Kohl's,1128299,3/25/2021,West,New Mexico,Albuquerque,Women's Street Footwear,$44.00 ,124,$207 ,Outlet
Sports Direct,1128299,2/13/2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,$27.00 ,124,$154 ,Outlet
Sports Direct,1128299,3/12/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,$39.00 ,124,$184 ,Outlet
Sports Direct,1128299,5/14/2021,Southeast,Georgia,Atlanta,Women's Apparel,$53.00 ,124,$204 ,Outlet
Foot Locker,1185732,4/17/2021,South,Mississippi,Jackson,Women's Street Footwear,$11.00 ,124,$61 ,Outlet
Walmart,1197831,6/21/2021,South,Arkansas,Little Rock,Women's Street Footwear,$28.00 ,124,$156 ,Outlet
Walmart,1197831,6/21/2021,South,Arkansas,Little Rock,Women's Athletic Footwear,$29.00 ,124,$158 ,Outlet
West Gear,1197831,12/19/2021,South,Arkansas,Little Rock,Women's Athletic Footwear,$40.00 ,124,$228 ,Outlet
West Gear,1197831,1/23/2021,South,Arkansas,Little Rock,Men's Athletic Footwear,$18.00 ,124,$85 ,Outlet
West Gear,1197831,1/23/2021,South,Arkansas,Little Rock,Women's Apparel,$18.00 ,124,$100 ,Outlet
Sports Direct,1185732,6/5/2021,Northeast,Connecticut,Hartford,Men's Athletic Footwear,$38.00 ,124,$221 ,Outlet
Sports Direct,1185732,8/4/2021,Northeast,Connecticut,Hartford,Women's Apparel,$44.00 ,124,$207 ,Outlet
Amazon,1185732,2/19/2021,Northeast,New Hampshire,Manchester,Women's Apparel,$36.00 ,124,$179 ,Outlet
West Gear,1128299,3/15/2020,West,Nevada,Las Vegas,Men's Street Footwear,$28.00 ,123,$172 ,Online
West Gear,1128299,3/16/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,$38.00 ,123,$154 ,Online
West Gear,1128299,3/23/2020,West,Colorado,Denver,Women's Street Footwear,$38.00 ,123,$234 ,Online
West Gear,1128299,6/6/2020,West,Washington,Seattle,Women's Apparel,$46.00 ,123,$175 ,Online
Kohl's,1189833,1/4/2021,Midwest,Montana,Billings,Men's Athletic Footwear,$42.00 ,123,$232 ,Online
Kohl's,1189833,2/28/2021,Midwest,Montana,Billings,Women's Street Footwear,$37.00 ,123,$259 ,Online
Sports Direct,1197831,9/16/2021,South,Alabama,Birmingham,Men's Apparel,$50.00 ,123,$363 ,Online
Amazon,1185732,11/21/2021,West,Alaska,Anchorage,Men's Street Footwear,$68.00 ,123,$401 ,Online
Foot Locker,1128299,1/10/2021,West,Alaska,Anchorage,Women's Apparel,$42.00 ,123,$279 ,Online
Walmart,1128299,11/10/2021,West,Hawaii,Honolulu,Women's Street Footwear,$50.00 ,123,$246 ,Online
Sports Direct,1128299,1/17/2021,West,Hawaii,Honolulu,Men's Athletic Footwear,$48.00 ,123,$207 ,Online
Sports Direct,1128299,1/17/2021,West,Hawaii,Honolulu,Women's Street Footwear,$45.00 ,123,$227 ,Online
Kohl's,1185732,2/12/2021,West,Wyoming,Cheyenne,Women's Athletic Footwear,$32.00 ,123,$189 ,Online
Sports Direct,1185732,10/17/2021,Midwest,Michigan,Detroit,Women's Street Footwear,$37.00 ,123,$205 ,Online
Foot Locker,1185732,1/18/2021,Midwest,Michigan,Detroit,Men's Athletic Footwear,$29.00 ,123,$168 ,Online
Foot Locker,1185732,1/18/2021,Midwest,Michigan,Detroit,Women's Street Footwear,$19.00 ,123,$105 ,Online
Foot Locker,1185732,1/18/2021,Midwest,Michigan,Detroit,Women's Apparel,$29.00 ,123,$225 ,Online
Foot Locker,1128299,7/22/2021,West,Arizona,Phoenix,Women's Apparel,$67.00 ,123,$313 ,Online
Kohl's,1128299,12/22/2021,West,Arizona,Phoenix,Women's Street Footwear,$43.00 ,123,$254 ,Online
Kohl's,1128299,9/27/2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,$49.00 ,123,$283 ,Online
Sports Direct,1128299,5/14/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,$52.00 ,123,$320 ,Online
Amazon,1185732,1/13/2021,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,$29.00 ,123,$185 ,Online
Amazon,1185732,5/9/2021,Midwest,Ohio,Columbus,Women's Athletic Footwear,$38.00 ,123,$257 ,Online
Amazon,1185732,11/22/2021,Southeast,Kentucky,Louisville,Men's Street Footwear,$48.00 ,123,$307 ,Online
Foot Locker,1185732,3/16/2021,South,Mississippi,Jackson,Women's Apparel,$24.00 ,123,$183 ,Online
Walmart,1185732,9/16/2021,South,Mississippi,Jackson,Women's Street Footwear,$19.00 ,123,$117 ,Online
Sports Direct,1185732,11/17/2021,South,Mississippi,Jackson,Men's Apparel,$71.00 ,123,$393 ,Online
Kohl's,1197831,12/19/2021,South,Oklahoma,Oklahoma City,Women's Apparel,$68.00 ,123,$418 ,Online
West Gear,1185732,11/10/2021,Midwest,Indiana,Indianapolis,Men's Street Footwear,$41.00 ,123,$257 ,Online
Kohl's,1185732,12/13/2021,Northeast,Delaware,Wilmington,Women's Apparel,$65.00 ,123,$400 ,Online
Sports Direct,1185732,6/5/2021,Northeast,Connecticut,Hartford,Women's Apparel,$56.00 ,123,$338 ,Online
Amazon,1185732,6/19/2021,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,$56.00 ,123,$351 ,Online
Foot Locker,1185732,12/8/2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,$49.00 ,123,$217 ,Outlet
West Gear,1128299,1/25/2020,West,Nevada,Las Vegas,Women's Apparel,$54.00 ,123,$179 ,Outlet
Sports Direct,1197831,3/14/2021,South,Tennessee,Knoxville,Men's Apparel,$30.00 ,123,$125 ,Outlet
West Gear,1185732,11/11/2021,West,Utah,Salt Lake City,Men's Apparel,$28.00 ,123,$131 ,Outlet
West Gear,1128299,1/24/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,$29.00 ,123,$143 ,Outlet
West Gear,1128299,2/24/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,$29.00 ,123,$150 ,Outlet
West Gear,1128299,2/24/2021,West,Utah,Salt Lake City,Women's Street Footwear,$28.00 ,123,$127 ,Outlet
West Gear,1128299,10/24/2021,West,Oregon,Portland,Women's Apparel,$41.00 ,123,$187 ,Outlet
West Gear,1128299,4/17/2021,South,Louisiana,New Orleans,Women's Apparel,$39.00 ,123,$177 ,Outlet
Sports Direct,1197831,10/4/2021,West,Idaho,Boise,Men's Apparel,$25.00 ,123,$120 ,Outlet
Foot Locker,1128299,4/23/2021,West,Arizona,Phoenix,Women's Street Footwear,$42.00 ,123,$191 ,Outlet
Sports Direct,1128299,10/13/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,$32.00 ,123,$150 ,Outlet
Sports Direct,1197831,1/23/2021,South,Mississippi,Jackson,Men's Apparel,$26.00 ,123,$122 ,Outlet
Walmart,1197831,9/19/2021,South,Arkansas,Little Rock,Women's Street Footwear,$11.00 ,123,$64 ,Outlet
West Gear,1197831,6/21/2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,$25.00 ,123,$120 ,Outlet
Amazon,1185732,11/14/2021,Northeast,Massachusetts,Boston,Women's Apparel,$48.00 ,123,$207 ,Outlet
Foot Locker,1185732,12/17/2021,Northeast,New Hampshire,Manchester,Men's Apparel,$50.00 ,123,$228 ,Outlet
Foot Locker,1185732,6/18/2021,Midwest,Illinois,Chicago,Men's Street Footwear,$48.00 ,122,$305 ,Online
Foot Locker,1185732,11/9/2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,$46.00 ,122,$354 ,Online
West Gear,1128299,1/2/2020,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,$32.00 ,122,$199 ,Online
West Gear,1128299,6/3/2020,West,Washington,Seattle,Women's Street Footwear,$47.00 ,122,$224 ,Online
Kohl's,1189833,1/5/2021,Midwest,Montana,Billings,Women's Street Footwear,$43.00 ,122,$299 ,Online
Kohl's,1189833,2/19/2021,Midwest,Montana,Billings,Women's Apparel,$59.00 ,122,$288 ,Online
Sports Direct,1197831,3/18/2021,South,Tennessee,Knoxville,Women's Street Footwear,$32.00 ,122,$187 ,Online
Foot Locker,1185732,6/2/2021,Midwest,Nebraska,Omaha,Men's Street Footwear,$38.00 ,122,$250 ,Online
Amazon,1185732,10/30/2021,Northeast,Maine,Portland,Men's Street Footwear,$37.00 ,122,$217 ,Online
Amazon,1185732,12/27/2021,Northeast,Maine,Portland,Men's Street Footwear,$53.00 ,122,$310 ,Online
Sports Direct,1185732,1/19/2021,Southeast,Virginia,Richmond,Men's Apparel,$43.00 ,122,$273 ,Online
West Gear,1185732,9/12/2021,West,Utah,Salt Lake City,Men's Athletic Footwear,$23.00 ,122,$126 ,Online
West Gear,1128299,9/25/2021,West,Oregon,Portland,Men's Street Footwear,$46.00 ,122,$253 ,Online
West Gear,1128299,9/25/2021,West,Oregon,Portland,Men's Athletic Footwear,$51.00 ,122,$286 ,Online
West Gear,1128299,1/17/2021,West,Oregon,Portland,Women's Apparel,$41.00 ,122,$240 ,Online
Sports Direct,1197831,11/5/2021,West,Idaho,Boise,Women's Athletic Footwear,$54.00 ,122,$402 ,Online
Amazon,1185732,2/11/2021,Midwest,Ohio,Columbus,Men's Apparel,$41.00 ,122,$230 ,Online
Amazon,1185732,9/9/2021,Midwest,Ohio,Columbus,Men's Apparel,$32.00 ,122,$187 ,Online
Walmart,1185732,8/17/2021,South,Mississippi,Jackson,Men's Apparel,$46.00 ,122,$253 ,Online
Sports Direct,1197831,1/23/2021,South,Mississippi,Jackson,Women's Apparel,$23.00 ,122,$146 ,Online
Foot Locker,1197831,11/13/2021,Midwest,Kansas,Wichita,Men's Street Footwear,$23.00 ,122,$132 ,Online
West Gear,1185732,4/3/2021,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,$18.00 ,122,$90 ,Online
Foot Locker,1185732,12/16/2021,Northeast,West Virginia,Charleston,Women's Apparel,$68.00 ,122,$456 ,Online
Foot Locker,1185732,12/20/2021,Northeast,Maryland,Baltimore,Men's Street Footwear,$57.00 ,122,$348 ,Online
Foot Locker,1185732,5/6/2021,Northeast,Rhode Island,Providence,Men's Street Footwear,$49.00 ,122,$299 ,Online
Foot Locker,1185732,7/11/2021,Midwest,Illinois,Chicago,Women's Apparel,$54.00 ,120,$395 ,Online
Foot Locker,1185732,11/3/2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,$49.00 ,120,$412 ,Online
West Gear,1128299,1/15/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,$50.00 ,120,$240 ,Online
West Gear,1128299,1/22/2020,West,Nevada,Las Vegas,Women's Street Footwear,$61.00 ,120,$388 ,Online
West Gear,1128299,2/23/2020,West,Nevada,Las Vegas,Men's Apparel,$67.00 ,120,$490 ,Online
West Gear,1128299,5/6/2020,West,Colorado,Denver,Men's Apparel,$74.00 ,120,$613 ,Online
West Gear,1128299,6/15/2020,West,Washington,Seattle,Women's Street Footwear,$74.00 ,120,$346 ,Online
West Gear,1128299,6/21/2020,West,Washington,Seattle,Women's Street Footwear,$61.00 ,120,$278 ,Online
Foot Locker,1185732,11/4/2020,Midwest,Minnesota,Minneapolis,Men's Street Footwear,$36.00 ,120,$203 ,Online
Kohl's,1189833,1/17/2021,Midwest,Montana,Billings,Women's Street Footwear,$44.00 ,120,$317 ,Online
Kohl's,1189833,3/8/2021,Midwest,Montana,Billings,Men's Apparel,$53.00 ,120,$464 ,Online
Sports Direct,1197831,5/1/2021,South,Tennessee,Knoxville,Men's Apparel,$47.00 ,120,$288 ,Online
Foot Locker,1185732,6/20/2021,Midwest,Nebraska,Omaha,Men's Street Footwear,$36.00 ,120,$229 ,Online
Sports Direct,1197831,8/29/2021,South,Alabama,Birmingham,Men's Apparel,$49.00 ,120,$318 ,Online
Amazon,1185732,10/19/2021,Northeast,Maine,Portland,Men's Street Footwear,$55.00 ,120,$330 ,Online
Walmart,1128299,4/17/2021,Southeast,Florida,Orlando,Women's Street Footwear,$66.00 ,120,$325 ,Online
Sports Direct,1185732,4/16/2021,Midwest,Michigan,Detroit,Men's Apparel,$45.00 ,120,$270 ,Online
Sports Direct,1185732,11/16/2021,Midwest,Michigan,Detroit,Women's Street Footwear,$43.00 ,120,$232 ,Online
Foot Locker,1185732,2/18/2021,Midwest,Missouri,St. Louis,Women's Apparel,$28.00 ,120,$212 ,Online
Foot Locker,1185732,8/18/2021,Midwest,Missouri,St. Louis,Women's Street Footwear,$32.00 ,120,$177 ,Online
West Gear,1185732,12/17/2021,Midwest,Missouri,St. Louis,Women's Street Footwear,$32.00 ,120,$180 ,Online
West Gear,1185732,5/12/2021,West,Utah,Salt Lake City,Women's Apparel,$44.00 ,120,$343 ,Online
West Gear,1185732,9/12/2021,West,Utah,Salt Lake City,Women's Apparel,$24.00 ,120,$184 ,Online
West Gear,1128299,2/17/2021,West,Oregon,Portland,Women's Street Footwear,$41.00 ,120,$256 ,Online
West Gear,1197831,5/5/2021,West,Idaho,Boise,Men's Apparel,$47.00 ,120,$226 ,Online
Foot Locker,1128299,5/24/2021,West,Arizona,Phoenix,Women's Street Footwear,$50.00 ,120,$282 ,Online
Sports Direct,1128299,5/14/2021,Southeast,Georgia,Atlanta,Women's Apparel,$64.00 ,120,$307 ,Online
Sports Direct,1128299,6/13/2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,$49.00 ,120,$300 ,Online
Sports Direct,1128299,9/14/2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,$43.00 ,120,$279 ,Online
Amazon,1185732,8/22/2021,Southeast,Kentucky,Louisville,Women's Apparel,$51.00 ,120,$330 ,Online
Sports Direct,1197831,2/21/2021,South,Mississippi,Jackson,Women's Street Footwear,$14.00 ,120,$84 ,Online
West Gear,1197831,12/19/2021,South,Arkansas,Little Rock,Women's Athletic Footwear,$57.00 ,120,$349 ,Online
Foot Locker,1197831,12/12/2021,Midwest,Kansas,Wichita,Men's Athletic Footwear,$59.00 ,120,$354 ,Online
Foot Locker,1185732,11/9/2021,Midwest,North Dakota,Fargo,Men's Street Footwear,$49.00 ,120,$294 ,Online
West Gear,1185732,12/9/2021,Midwest,Indiana,Indianapolis,Women's Apparel,$62.00 ,120,$372 ,Online
Foot Locker,1185732,6/15/2021,Northeast,Delaware,Wilmington,Men's Athletic Footwear,$48.00 ,120,$259 ,Online
Foot Locker,1185732,8/14/2021,Northeast,Delaware,Wilmington,Women's Apparel,$59.00 ,120,$368 ,Online
Kohl's,1185732,6/8/2021,Northeast,New Jersey,Newark,Women's Apparel,$50.00 ,120,$300 ,Online
Sports Direct,1185732,10/15/2021,Northeast,Massachusetts,Boston,Men's Street Footwear,$57.00 ,120,$308 ,Online
Amazon,1185732,5/10/2021,Northeast,Vermont,Burlington,Women's Apparel,$60.00 ,120,$374 ,Online
West Gear,1128299,1/22/2020,West,Nevada,Las Vegas,Women's Street Footwear,$47.00 ,120,$254 ,Outlet
West Gear,1128299,1/27/2020,West,Nevada,Las Vegas,Men's Athletic Footwear,$43.00 ,120,$181 ,Outlet
West Gear,1128299,3/2/2020,West,Nevada,Las Vegas,Women's Apparel,$53.00 ,120,$140 ,Outlet
Sports Direct,1197831,5/1/2021,South,Tennessee,Knoxville,Men's Apparel,$39.00 ,120,$201 ,Outlet
Sports Direct,1197831,8/18/2021,South,Alabama,Birmingham,Women's Apparel,$26.00 ,120,$206 ,Outlet
Walmart,1128299,10/17/2021,Southeast,Florida,Orlando,Women's Athletic Footwear,$40.00 ,120,$168 ,Outlet
West Gear,1185732,2/11/2021,West,Utah,Salt Lake City,Men's Apparel,$28.00 ,120,$141 ,Outlet
West Gear,1128299,1/17/2021,West,Oregon,Portland,Men's Street Footwear,$28.00 ,120,$141 ,Outlet
West Gear,1128299,3/16/2021,South,Louisiana,New Orleans,Men's Athletic Footwear,$38.00 ,120,$201 ,Outlet
West Gear,1128299,3/16/2021,South,Louisiana,New Orleans,Women's Street Footwear,$39.00 ,120,$211 ,Outlet
West Gear,1128299,4/17/2021,South,Louisiana,New Orleans,Women's Street Footwear,$40.00 ,120,$202 ,Outlet
West Gear,1128299,10/17/2021,South,Louisiana,New Orleans,Women's Athletic Footwear,$31.00 ,120,$160 ,Outlet
West Gear,1197831,5/5/2021,West,Idaho,Boise,Men's Apparel,$34.00 ,120,$143 ,Outlet
Foot Locker,1128299,8/23/2021,West,Arizona,Phoenix,Women's Athletic Footwear,$43.00 ,120,$217 ,Outlet
Kohl's,1128299,10/26/2021,West,New Mexico,Albuquerque,Women's Street Footwear,$34.00 ,120,$163 ,Outlet
Sports Direct,1128299,2/13/2021,West,New Mexico,Albuquerque,Women's Street Footwear,$28.00 ,120,$138 ,Outlet
Sports Direct,1128299,9/14/2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,$35.00 ,120,$193 ,Outlet
Foot Locker,1128299,12/12/2021,Southeast,Georgia,Atlanta,Men's Apparel,$44.00 ,120,$201 ,Outlet
Walmart,1185732,9/16/2021,South,Mississippi,Jackson,Women's Athletic Footwear,$16.00 ,120,$86 ,Outlet
Walmart,1185732,10/18/2021,South,Mississippi,Jackson,Women's Street Footwear,$19.00 ,120,$107 ,Outlet
Walmart,1197831,4/20/2021,South,Arkansas,Little Rock,Women's Apparel,$24.00 ,120,$127 ,Outlet
Walmart,1197831,7/19/2021,South,Arkansas,Little Rock,Women's Athletic Footwear,$35.00 ,120,$181 ,Outlet
Sports Direct,1185732,7/3/2021,Northeast,Connecticut,Hartford,Men's Athletic Footwear,$38.00 ,120,$192 ,Outlet
Foot Locker,1185732,12/3/2021,Northeast,Connecticut,Hartford,Women's Apparel,$52.00 ,120,$231 ,Outlet
Sports Direct,1185732,6/15/2021,Northeast,Massachusetts,Boston,Women's Apparel,$47.00 ,120,$197 ,Outlet
Amazon,1185732,11/14/2021,Northeast,Massachusetts,Boston,Men's Street Footwear,$49.00 ,120,$206 ,Outlet
Amazon,1185732,5/10/2021,Northeast,Vermont,Burlington,Women's Apparel,$47.00 ,120,$259 ,Outlet
Amazon,1185732,6/12/2021,Northeast,Vermont,Burlington,Men's Athletic Footwear,$44.00 ,120,$264 ,Outlet
Foot Locker,1185732,11/18/2021,Northeast,New Hampshire,Manchester,Women's Apparel,$61.00 ,120,$300 ,Outlet
Kohl's,1189833,4/11/2021,West,California,Los Angeles,Men's Apparel,$49.00 ,119,$385 ,Online
Sports Direct,1197831,8/19/2021,South,Texas,Dallas,Women's Street Footwear,$34.00 ,119,$174 ,Online
Foot Locker,1185732,10/28/2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,$42.00 ,119,$335 ,Online
West Gear,1128299,1/10/2020,West,Nevada,Las Vegas,Women's Street Footwear,$41.00 ,119,$259 ,Online
West Gear,1128299,3/11/2020,West,Nevada,Las Vegas,Women's Street Footwear,$59.00 ,119,$330 ,Online
Kohl's,1189833,12/28/2020,Midwest,Minnesota,Minneapolis,Men's Street Footwear,$32.00 ,119,$221 ,Online
Kohl's,1189833,12/30/2020,Midwest,Minnesota,Minneapolis,Women's Street Footwear,$41.00 ,119,$288 ,Online
Kohl's,1189833,1/8/2021,Midwest,Montana,Billings,Women's Apparel,$43.00 ,119,$189 ,Online
Kohl's,1189833,3/1/2021,Midwest,Montana,Billings,Women's Athletic Footwear,$39.00 ,119,$255 ,Online
Foot Locker,1185732,5/21/2021,South,Tennessee,Knoxville,Men's Street Footwear,$32.00 ,119,$190 ,Online
Foot Locker,1185732,5/27/2021,Midwest,Nebraska,Omaha,Men's Street Footwear,$32.00 ,119,$206 ,Online
Sports Direct,1197831,8/21/2021,South,Alabama,Birmingham,Women's Street Footwear,$14.00 ,119,$98 ,Online
Sports Direct,1197831,9/15/2021,South,Alabama,Birmingham,Women's Athletic Footwear,$46.00 ,119,$389 ,Online
Walmart,1128299,5/18/2021,Southeast,Florida,Orlando,Women's Street Footwear,$59.00 ,119,$316 ,Online
Kohl's,1185732,4/11/2021,West,Wyoming,Cheyenne,Women's Athletic Footwear,$33.00 ,119,$185 ,Online
Kohl's,1185732,10/12/2021,West,Wyoming,Cheyenne,Women's Athletic Footwear,$41.00 ,119,$224 ,Online
Sports Direct,1185732,9/15/2021,Midwest,Michigan,Detroit,Women's Athletic Footwear,$34.00 ,119,$182 ,Online
West Gear,1128299,8/24/2021,West,Oregon,Portland,Women's Athletic Footwear,$68.00 ,119,$372 ,Online
West Gear,1128299,11/17/2021,South,Louisiana,New Orleans,Men's Apparel,$68.00 ,119,$445 ,Online
Foot Locker,1197831,1/5/2021,South,Louisiana,New Orleans,Women's Street Footwear,$28.00 ,119,$133 ,Online
Foot Locker,1128299,1/23/2021,West,Idaho,Boise,Men's Street Footwear,$29.00 ,119,$166 ,Online
Foot Locker,1128299,9/24/2021,West,Arizona,Phoenix,Women's Apparel,$56.00 ,119,$247 ,Online
Sports Direct,1128299,12/25/2021,West,New Mexico,Albuquerque,Men's Apparel,$64.00 ,119,$343 ,Online
Sports Direct,1128299,8/13/2021,Southeast,Georgia,Atlanta,Women's Apparel,$68.00 ,119,$283 ,Online
Amazon,1185732,4/22/2021,Southeast,Kentucky,Louisville,Men's Street Footwear,$41.00 ,119,$268 ,Online
Foot Locker,1185732,5/16/2021,South,Mississippi,Jackson,Women's Street Footwear,$33.00 ,119,$212 ,Online
Walmart,1197831,7/19/2021,South,Arkansas,Little Rock,Men's Apparel,$55.00 ,119,$321 ,Online
Walmart,1197831,9/19/2021,South,Arkansas,Little Rock,Women's Apparel,$29.00 ,119,$186 ,Online
Kohl's,1197831,12/19/2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,$58.00 ,119,$311 ,Online
Kohl's,1197831,7/12/2021,Midwest,Kansas,Wichita,Men's Athletic Footwear,$49.00 ,119,$292 ,Online
West Gear,1185732,6/17/2021,Northeast,West Virginia,Charleston,Men's Athletic Footwear,$37.00 ,119,$220 ,Online
Foot Locker,1185732,7/13/2021,Northeast,Delaware,Wilmington,Men's Athletic Footwear,$47.00 ,119,$252 ,Online
Kohl's,1185732,10/8/2021,Northeast,New Jersey,Newark,Men's Street Footwear,$53.00 ,119,$290 ,Online
Foot Locker,1185732,2/8/2021,Northeast,Connecticut,Hartford,Men's Street Footwear,$34.00 ,119,$198 ,Online
Foot Locker,1185732,10/19/2021,Northeast,New Hampshire,Manchester,Men's Street Footwear,$64.00 ,119,$404 ,Online
West Gear,1128299,2/28/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,$43.00 ,119,$169 ,Outlet
West Gear,1128299,3/7/2020,West,Nevada,Las Vegas,Men's Apparel,$46.00 ,119,$296 ,Outlet
Foot Locker,1128299,10/24/2021,Southeast,Virginia,Richmond,Men's Street Footwear,$28.00 ,119,$133 ,Outlet
Foot Locker,1128299,10/24/2021,Southeast,Virginia,Richmond,Women's Street Footwear,$39.00 ,119,$195 ,Outlet
West Gear,1128299,5/25/2021,West,Oregon,Portland,Women's Street Footwear,$39.00 ,119,$181 ,Outlet
West Gear,1128299,10/24/2021,West,Oregon,Portland,Men's Street Footwear,$29.00 ,119,$135 ,Outlet
Foot Locker,1128299,3/22/2021,West,Arizona,Phoenix,Women's Street Footwear,$37.00 ,119,$181 ,Outlet
Sports Direct,1128299,11/13/2021,Southeast,Georgia,Atlanta,Men's Apparel,$47.00 ,119,$213 ,Outlet
Sports Direct,1185732,11/17/2021,South,Mississippi,Jackson,Women's Street Footwear,$22.00 ,119,$110 ,Outlet
Walmart,1197831,5/19/2021,South,Arkansas,Little Rock,Women's Street Footwear,$27.00 ,119,$141 ,Outlet
West Gear,1197831,9/19/2021,South,Oklahoma,Oklahoma City,Women's Apparel,$23.00 ,119,$129 ,Outlet
Kohl's,1197831,1/16/2021,South,Oklahoma,Oklahoma City,Women's Apparel,$17.00 ,119,$75 ,Outlet
Foot Locker,1185732,6/8/2021,Northeast,Rhode Island,Providence,Women's Apparel,$43.00 ,119,$230 ,Outlet
Amazon,1185732,7/17/2021,Northeast,New Hampshire,Manchester,Men's Apparel,$47.00 ,119,$207 ,Outlet
Foot Locker,1185732,6/14/2021,Midwest,Nebraska,Omaha,Men's Street Footwear,$44.00 ,118,$280 ,Online
West Gear,1185732,5/20/2021,Northeast,Maryland,Baltimore,Men's Street Footwear,$49.00 ,118,$301 ,Online
West Gear,1128299,1/3/2020,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,$44.00 ,117,$190 ,Online
West Gear,1128299,1/4/2020,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,$41.00 ,117,$259 ,Online
West Gear,1128299,2/10/2020,West,Nevada,Las Vegas,Women's Athletic Footwear,$55.00 ,117,$315 ,Online
West Gear,1128299,2/21/2020,West,Nevada,Las Vegas,Women's Street Footwear,$57.00 ,117,$333 ,Online
West Gear,1128299,5/26/2020,West,Colorado,Denver,Men's Street Footwear,$36.00 ,117,$173 ,Online
West Gear,1128299,7/28/2020,West,Washington,Seattle,Women's Athletic Footwear,$69.00 ,117,$347 ,Online
Kohl's,1189833,2/16/2021,Midwest,Montana,Billings,Women's Street Footwear,$42.00 ,117,$275 ,Online
Foot Locker,1185732,7/26/2021,Midwest,Nebraska,Omaha,Men's Street Footwear,$49.00 ,117,$287 ,Online
Sports Direct,1197831,8/15/2021,South,Alabama,Birmingham,Women's Street Footwear,$27.00 ,117,$183 ,Online
Amazon,1185732,10/12/2021,South,Alabama,Birmingham,Men's Street Footwear,$38.00 ,117,$222 ,Online
Sports Direct,1185732,2/17/2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,$33.00 ,117,$201 ,Online
West Gear,1128299,2/24/2021,West,Utah,Salt Lake City,Men's Street Footwear,$29.00 ,117,$153 ,Online
